343.7,94.4,385.625,136.625,0.000420235,0.000256241,0.000171495,-10.0002,-20.0015,-0.00430846,-15.2527,-9.89011,19.9121,391.2966251,-403.6104977,188.5640174
329.8,102.3,364.8333,146.5,-0.992256,0.000256241,0.000171495,-5.2468,-15.2031,0.0127372,-14.989,-9.36264,21.6703,391.2966251,-403.6104977,188.5640174
288.8571,160.4286,334.1667,201.3333,-9.22E-05,0.000256241,0.000171495,-10.0002,-20.0015,-0.00430846,0.043956,-0.043956,8.48352,391.2966251,-403.6104977,188.5640174
111.8571,259.7143,155.6667,299.6667,-1.02711,0.000256241,0.000171495,7.99805,8.9642,-0.000899328,0.131868,9.97802,10.7692,391.2966251,-403.6104977,188.5640174
307.5714,108.1429,349,148.5,-0.986619,0.000256241,0.000171495,-1.92301,-0.000105683,0.0025098,-14.9011,9.71429,31.4286,299.6030152,-396.6180682,-44.06106099
385.1429,209.7143,435.5454,242.6364,-5.26276,0.000256241,0.000171495,-10.0002,-15.2474,-0.000899328,-15.0769,-9.89011,10.1538,360.3826761,-358.2855761,-29.05574627
292.8571,50.85714,337,97.1,-29.0142,0.000256241,0.000171495,-1.93124,-19.0128,-0.00430846,0.131868,9.89011,10.0659,360.3826761,-358.2855761,-29.05574627
278.8,108.3,312,147.75,-10.0007,0.000256241,0.000171495,10.0002,0.00330345,0.0025098,-15.3407,-0.043956,19.8242,445.0977445,-343.1776166,190.9021288
285,121.8571,325.8889,171.4444,-5.20229,0.000256241,0.000171495,9.99928,-4.81209,0.0195554,-15.0769,-0.131868,20.1758,445.0977445,-343.1776166,190.9021288
194.375,10.125,230.125,46.125,-29.9997,0.000256241,0.000171495,10.0002,19.9996,-0.000899328,-14.9011,9.89011,8.92308,445.0977445,-343.1776166,190.9021288
199,4.416667,234.375,42.125,-28.9445,0.000256241,0.000171495,7.94958,18.9376,-0.017945,-14.8132,9.89011,11.2088,445.0977445,-343.1776166,190.9021288
127.5,73.66666,176.5,119.8,0.00247016,0.000256241,0.000171495,-0.000446343,-10.0008,-0.000899328,-0.043956,-10.0659,30.022,445.0977445,-343.1776166,190.9021288
125.5556,71.66666,176.375,119.625,-4.72978,0.000256241,0.000171495,4.73463,-10.0008,-0.000899328,0.043956,-9.97802,30.989,445.0977445,-343.1776166,190.9021288
104.6364,223.2727,172.5833,263.8333,-24.7888,0.000256241,0.000171495,9.0069,8.0301,0.00591893,-15.0769,-9.45055,11.5604,235.7099801,-312.7533197,-249.1988242
331,347,382.5,386.375,-1.98545,0.000256241,0.000171495,5.15536,-15.2253,0.0025098,0.131868,9.8022,20.2637,235.7099801,-312.7533197,-249.1988242
236.875,207.625,285.75,245,-2.12125,0.000256241,0.000171495,8.91269,4.89029,0.0127372,-14.6374,1.8022,38.5495,235.7099801,-312.7533197,-249.1988242
280.5714,26.14286,314.2,65.7,-20.0002,0.000256241,0.000171495,-10.0002,-0.000105683,-0.00430846,-15.0769,-10.4176,19.7363,426.2366295,-290.6822562,-17.5272394
240.3333,247.3333,276.3,286.1,0.0014452,0.000256241,0.000171495,-0.000446343,10.004,-0.000899328,-14.9011,-0.131868,19.9121,426.2366295,-290.6822562,-17.5272394
245.8571,238,279.6,280.8,-1.03582,0.000256241,0.000171495,-0.000446343,7.98919,-0.00771759,-14.9011,0.131868,22.1099,426.2366295,-290.6822562,-17.5272394
300.2222,115,329.1818,154.8182,-10.0012,0.000256241,0.000171495,10.0029,-0.00351481,0.0025098,-14.989,0.131868,31.6044,426.2366295,-290.6822562,-17.5272394
429.6,115.9,466.9231,154.6923,0.0014452,0.000256241,0.000171495,0.000468294,-9.99738,-0.000899328,-15.0769,10.0659,31.5165,426.2366295,-290.6822562,-17.5272394
361.75,131.75,393,169.5,-9.22E-05,0.000256241,0.000171495,-0.000446343,-0.000105683,0.0025098,-15.1648,9.97802,30.1099,426.2366295,-290.6822562,-17.5272394
367.75,143.75,397.5,180.8,-1.98647,0.000256241,0.000171495,4.8453,-2.02172,-0.00430846,-15.1648,9.89011,30.989,426.2366295,-290.6822562,-17.5272394
112.125,5.375,149.7778,53.66667,-19.9997,0.000256241,0.000171495,0.000468294,-0.000105683,0.0025098,0.043956,-9.97802,31.6044,426.2366295,-290.6822562,-17.5272394
115,22.28572,152.1,66.3,-15.1045,0.000256241,0.000171495,-1.99435,-0.000105683,-0.00430846,-0.043956,-10.0659,30.8132,426.2366295,-290.6822562,-17.5272394
211.8889,209.7778,251.8462,248.6923,-20.0002,0.000256241,0.000171495,9.99928,-0.000105683,-0.00430846,0.131868,9.89011,10.0659,426.2366295,-290.6822562,-17.5272394
