384.8235,157.2353,424.8571,208.4286,-24.8278,0.000256241,0.000171495,-4.82881,-4.78823,-0.000899328,-1.62637,-1.53846,0.923077,419.082969427109,-1.60571467131376,77.0522654056549
516.9167,73.5,565.087,105.7391,-30.0002,0.000256241,0.000171495,-0.000446343,-0.00181025,-0.000899328,-14.9011,9.89011,8.65934,419.082969427109,-1.60571467131376,77.0522654056549
521.0625,76.25,570.0909,108.4091,-28.059,0.000256241,0.000171495,-0.000446343,-1.93138,-0.000899328,-14.9011,9.89011,9.18681,419.082969427109,-1.60571467131376,77.0522654056549
565.0526,53.52632,610.3226,82.09677,0.0014452,0.000256241,0.000171495,10.0002,0.00159888,-0.000899328,-15.1648,9.8022,41.1868,419.082969427109,-1.60571467131376,77.0522654056549
481.6154,197.4615,525.7273,237,-10.0007,0.000256241,0.000171495,-0.000446343,-19.9998,-0.000899328,0.043956,-9.97802,8.92308,419.082969427109,-1.60571467131376,77.0522654056549
468.8333,236.6667,513.4445,265.5555,-5.24175,0.000256241,0.000171495,4.75109,-15.2611,-0.0145358,0.043956,-9.89011,9.62637,419.082969427109,-1.60571467131376,77.0522654056549
226.4545,192.8182,262.68,231.92,-0.000604728,0.000256241,0.000171495,-0.000446343,19.9996,-0.000899328,0.043956,0.043956,20.0879,419.082969427109,-1.60571467131376,77.0522654056549
231.2857,188.3571,265.3077,227.8462,-9.22467e-05,0.000256241,0.000171495,-2.06844,18.9444,-0.00430846,0.043956,0.043956,20.1758,419.082969427109,-1.60571467131376,77.0522654056549
542.375,62,586.8077,97.88461,-9.22467e-05,0.000768722,0.000171495,-19.9999,-20.0032,-0.000899328,0.21978,9.97802,20,419.082969427109,-1.60571467131376,77.0522654056549
540.2857,53.71429,586.5294,91.41177,-1.07579,0.000256241,0.000171495,-19.9999,-20.0015,-0.00430846,1.01099,8.65934,21.5824,419.082969427109,-1.60571467131376,77.0522654056549
